season,year,date,platform,source_manifest_item_id,measurement_item_id,selected_month,fallback_month,confidence,clear_fraction_measurement_aoi,pond_area_m2,pond_low_m2,pond_high_m2,lake_area_m2,lake_low_m2,lake_high_m2,sanity_warnings
spring,2000,2000-05-13,landsat-5,LT05_L2SP_190023_20000513_02_T1,LT05_L2SP_190023_20000513_02_T1,5,False,high,1.0,0.0,0.0,0.0,297900.0,135000.0,457200.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2001,2001-05-08,landsat-7,LE07_L2SP_190023_20010508_02_T1,LE07_L2SP_190023_20010508_02_T1,5,False,high,1.0,0.0,0.0,0.0,5400.0,0.0,22500.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2002,2002-05-04,landsat-7,LE07_L2SP_189023_20020504_02_T1,LE07_L2SP_189023_20020504_02_T1,5,False,high,1.0,0.0,0.0,0.0,0.0,0.0,0.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2003,2003-05-30,landsat-7,LE07_L2SP_190023_20030530_02_T1,LE07_L2SP_190023_20030530_02_T1,5,False,high,1.0,0.0,0.0,0.0,0.0,0.0,0.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2004,2004-05-01,landsat-5,LT05_L2SP_189023_20040501_02_T1,LT05_L2SP_189023_20040501_02_T1,5,False,high,1.0,0.0,0.0,0.0,900.0,0.0,8100.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2005,2005-05-20,landsat-5,LT05_L2SP_189023_20050520_02_T1,LT05_L2SP_189023_20050520_02_T1,5,False,high,1.0,0.0,0.0,0.0,900.0,0.0,8100.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2006,2006-05-07,landsat-5,LT05_L2SP_189023_20060507_02_T1,LT05_L2SP_189023_20060507_02_T1,5,False,high,0.999638,0.0,0.0,0.0,0.0,0.0,0.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2007,2007-05-01,landsat-5,LT05_L2SP_190023_20070501_02_T2,LT05_L2SP_190023_20070501_02_T2,5,False,low,0.66202,0.0,0.0,0.0,355500.0,205200.0,518400.0,low_clear_fraction_measurement_aoi|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2008,2008-05-28,landsat-5,LT05_L2SP_189023_20080528_02_T1,LT05_L2SP_189023_20080528_02_T1,5,False,high,1.0,0.0,0.0,0.0,900.0,0.0,8100.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2009,2009-05-15,landsat-5,LT05_L2SP_189023_20090515_02_T1,LT05_L2SP_189023_20090515_02_T1,5,False,medium,0.88559,0.0,0.0,0.0,900.0,0.0,8100.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2010,2010-06-18,landsat-7,LE07_L2SP_190023_20100618_02_T1,LE07_L2SP_190023_20100618_02_T1,6,True,low,0.789102,0.0,0.0,0.0,1800.0,0.0,10800.0,lake_kuchnia_mask_implausibly_small_review_required|low_clear_fraction_measurement_aoi|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2011,2011-04-19,landsat-5,LT05_L2SP_189023_20110419_02_T1,LT05_L2SP_189023_20110419_02_T1,4,True,high,1.0,0.0,0.0,0.0,324900.0,165600.0,485100.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2012,2012-05-22,landsat-7,LE07_L2SP_190023_20120522_02_T1,LE07_L2SP_190023_20120522_02_T1,5,False,low,0.765387,0.0,0.0,0.0,153900.0,72900.0,261900.0,low_clear_fraction_measurement_aoi|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2013,2013-05-17,landsat-8,LC08_L2SP_190023_20130517_02_T1,LC08_L2SP_190023_20130517_02_T1,5,False,high,1.0,0.0,0.0,0.0,303300.0,160200.0,459900.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2014,2014-05-20,landsat-8,LC08_L2SP_190022_20140520_02_T1,LC08_L2SP_190022_20140520_02_T1,5,False,medium,0.968139,0.0,0.0,0.0,0.0,0.0,0.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2015,2015-05-07,landsat-8,LC08_L2SP_190023_20150507_02_T1,LC08_L2SP_190023_20150507_02_T1,5,False,high,1.0,0.0,0.0,0.0,371700.0,215100.0,542700.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2016,2016-05-23,Sentinel-2A,S2A_MSIL2A_20160523T095032_R079_T33UYV_20210211T133807,S2A_MSIL2A_20160523T095032_R079_T33UYV_20210211T133807,5,False,high,1.0,0.0,0.0,0.0,351000.0,206100.0,505800.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2017,2017-05-18,Sentinel-2A,S2A_MSIL2A_20170518T095031_R079_T34UCE_20210209T162325,S2A_MSIL2A_20170518T095031_R079_T34UCE_20210209T162325,5,False,high,1.0,0.0,0.0,0.0,310500.0,170100.0,463500.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2018,2018-05-08,Sentinel-2B,S2B_MSIL2A_20180508T095029_R079_T34UCE_20201012T072713,S2B_MSIL2A_20180508T095029_R079_T34UCE_20201012T072713,5,False,high,1.0,0.0,0.0,0.0,287100.0,11700.0,435600.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2019,2019-05-01,Sentinel-2A,S2A_MSIL2A_20190501T100031_R122_T33UYV_20201006T083634,S2A_MSIL2A_20190501T100031_R122_T33UYV_20201006T083634,5,False,high,1.0,0.0,0.0,0.0,340200.0,183600.0,511200.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2020,2020-05-07,Sentinel-2B,S2B_MSIL2A_20200507T095029_R079_T33UYV_20200920T222553,S2B_MSIL2A_20200507T095029_R079_T33UYV_20200920T222553,5,False,high,0.995655,0.0,0.0,0.0,342000.0,196200.0,500400.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2021,2021-05-12,Sentinel-2B,S2B_MSIL2A_20210512T095029_R079_T34UCE_20210606T070040,S2B_MSIL2A_20210512T095029_R079_T34UCE_20210606T070040,5,False,high,1.0,0.0,0.0,0.0,339300.0,191700.0,498600.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2022,2022-05-10,Sentinel-2B,S2B_MSIL2A_20220510T100029_R122_T33UYV_20240612T220829,S2B_MSIL2A_20220510T100029_R122_T33UYV_20240612T220829,5,False,high,1.0,0.0,0.0,0.0,1800.0,0.0,381600.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2023,2023-05-30,Sentinel-2A,S2A_MSIL2A_20230530T100031_R122_T33UYV_20230530T153352,S2A_MSIL2A_20230530T100031_R122_T33UYV_20230530T153352,5,False,high,1.0,0.0,0.0,0.0,352800.0,0.0,512100.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2024,2024-05-01,Sentinel-2A,S2A_MSIL2A_20240501T095031_R079_T33UYV_20240501T154122,S2A_MSIL2A_20240501T095031_R079_T33UYV_20240501T154122,5,False,high,1.0,0.0,0.0,0.0,0.0,0.0,363600.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2025,2025-05-06,Sentinel-2C,S2C_MSIL2A_20250506T095051_R079_T33UYV_20250506T121455,S2C_MSIL2A_20250506T095051_R079_T33UYV_20250506T121455,5,False,high,1.0,0.0,0.0,0.0,1800.0,0.0,369900.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
spring,2026,2026-05-01,Sentinel-2C,S2C_MSIL2A_20260501T095031_R079_T33UYV_20260501T132213,S2C_MSIL2A_20260501T095031_R079_T33UYV_20260501T132213,5,False,high,1.0,0.0,0.0,0.0,0.0,0.0,362700.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,1990,1990-10-25,landsat-5,LT05_L2SP_190023_19901025_02_T1,LT05_L2SP_190023_19901025_02_T1,10,True,high,0.994207,900.0,0.0,8100.0,410400.0,239400.0,590400.0,
autumn,1991,1991-09-26,landsat-5,LT05_L2SP_190023_19910926_02_T1,LT05_L2SP_190023_19910926_02_T1,9,False,high,1.0,900.0,0.0,8100.0,362700.0,199800.0,539100.0,
autumn,1992,1992-10-14,landsat-5,LT05_L2SP_190022_19921014_02_T1,LT05_L2SP_190022_19921014_02_T1,10,True,low,0.617306,0.0,0.0,0.0,262800.0,78300.0,441900.0,low_clear_fraction_measurement_aoi|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,1993,1993-09-08,landsat-5,LT05_L2SP_189023_19930908_02_T1,LT05_L2SP_189023_19930908_02_T1,9,False,low,0.652426,0.0,0.0,0.0,315900.0,167400.0,486000.0,low_clear_fraction_measurement_aoi|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,1994,1994-10-20,landsat-5,LT05_L2SP_190023_19941020_02_T1,LT05_L2SP_190023_19941020_02_T1,10,True,high,1.0,0.0,0.0,0.0,360900.0,202500.0,533700.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,1995,1995-11-17,landsat-5,LT05_L2SP_189023_19951117_02_T2,LT05_L2SP_189023_19951117_02_T2,11,True,high,0.993845,114300.0,31500.0,188100.0,0.0,0.0,0.0,lake_kuchnia_mask_implausibly_small_review_required
autumn,1996,1996-09-23,landsat-5,LT05_L2SP_190023_19960923_02_T1,LT05_L2SP_190023_19960923_02_T1,9,False,high,1.0,0.0,0.0,0.0,385200.0,222300.0,558000.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,1997,1997-09-03,landsat-5,LT05_L2SP_189023_19970903_02_T1,LT05_L2SP_189023_19970903_02_T1,9,False,high,0.999638,0.0,0.0,0.0,11700.0,0.0,32400.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,1998,1998-09-06,landsat-5,LT05_L2SP_189023_19980906_02_T1,LT05_L2SP_189023_19980906_02_T1,9,False,high,1.0,0.0,0.0,0.0,372600.0,212400.0,543600.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,1999,1999-09-08,landsat-7,LE07_L2SP_190023_19990908_02_T1,LE07_L2SP_190023_19990908_02_T1,9,False,high,1.0,0.0,0.0,0.0,4500.0,0.0,20700.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2000,2000-09-18,landsat-5,LT05_L2SP_190023_20000918_02_T2,LT05_L2SP_190023_20000918_02_T2,9,False,high,0.97013,0.0,0.0,0.0,1800.0,0.0,10800.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2001,2001-10-24,landsat-7,LE07_L2SP_189023_20011024_02_T1,LE07_L2SP_189023_20011024_02_T1,10,True,high,1.0,0.0,0.0,0.0,327600.0,177300.0,495000.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2002,2002-09-25,landsat-7,LE07_L2SP_189023_20020925_02_T1,LE07_L2SP_189023_20020925_02_T1,9,False,high,1.0,0.0,0.0,0.0,336600.0,187200.0,498600.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2003,2003-09-28,landsat-7,LE07_L2SP_189023_20030928_02_T1,LE07_L2SP_189023_20030928_02_T1,9,False,low,0.75,0.0,0.0,0.0,190800.0,94500.0,298800.0,low_clear_fraction_measurement_aoi|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2004,2004-09-06,landsat-5,LT05_L2SP_189023_20040906_02_T1,LT05_L2SP_189023_20040906_02_T1,9,False,high,1.0,0.0,0.0,0.0,301500.0,152100.0,463500.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2005,2005-09-09,landsat-5,LT05_L2SP_189023_20050909_02_T1,LT05_L2SP_189023_20050909_02_T1,9,False,high,1.0,0.0,0.0,0.0,311400.0,164700.0,468900.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2006,2006-09-12,landsat-5,LT05_L2SP_189023_20060912_02_T1,LT05_L2SP_189023_20060912_02_T1,9,False,high,1.0,0.0,0.0,0.0,3600.0,0.0,16200.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2007,2007-09-06,landsat-5,LT05_L2SP_190023_20070906_02_T1,LT05_L2SP_190023_20070906_02_T1,9,False,high,1.0,0.0,0.0,0.0,222300.0,82800.0,359100.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2008,2008-09-25,landsat-7,LE07_L2SP_189023_20080925_02_T1,LE07_L2SP_189023_20080925_02_T1,9,False,low,0.750181,0.0,0.0,0.0,193500.0,90900.0,307800.0,low_clear_fraction_measurement_aoi|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2009,2009-09-20,landsat-5,LT05_L2SP_189023_20090920_02_T1,LT05_L2SP_189023_20090920_02_T1,9,False,high,1.0,0.0,0.0,0.0,299700.0,139500.0,455400.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2010,2010-09-23,landsat-5,LT05_L2SP_189023_20100923_02_T1,LT05_L2SP_189023_20100923_02_T1,9,False,high,1.0,0.0,0.0,0.0,1800.0,0.0,12600.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2011,2011-10-03,landsat-5,LT05_L2SP_190023_20111003_02_T2,LT05_L2SP_190023_20111003_02_T2,10,True,medium,0.891926,0.0,0.0,0.0,0.0,0.0,0.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2012,2012-09-11,landsat-7,LE07_L2SP_190023_20120911_02_T1,LE07_L2SP_190023_20120911_02_T1,9,False,low,0.784033,0.0,0.0,0.0,1800.0,0.0,10800.0,lake_kuchnia_mask_implausibly_small_review_required|low_clear_fraction_measurement_aoi|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2013,2013-09-06,landsat-8,LC08_L2SP_190023_20130906_02_T1,LC08_L2SP_190023_20130906_02_T1,9,False,high,1.0,0.0,0.0,0.0,330300.0,184500.0,490500.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2014,2014-09-18,landsat-8,LC08_L2SP_189023_20140918_02_T1,LC08_L2SP_189023_20140918_02_T1,9,False,high,0.999819,0.0,0.0,0.0,318600.0,179100.0,471600.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2015,2015-09-19,Sentinel-2A,S2A_MSIL2A_20150919T100016_R122_T34UCE_20210412T111447,S2A_MSIL2A_20150919T100016_R122_T34UCE_20210412T111447,9,False,high,1.0,0.0,0.0,0.0,313200.0,172800.0,465300.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2016,2016-09-03,Sentinel-2A,S2A_MSIL2A_20160903T100032_R122_T33UYV_20210212T210307,S2A_MSIL2A_20160903T100032_R122_T33UYV_20210212T210307,9,False,high,1.0,0.0,0.0,0.0,40500.0,9900.0,78300.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2017,2017-09-28,Sentinel-2A,S2A_MSIL2A_20170928T100021_R122_T34UCE_20210202T110615,S2A_MSIL2A_20170928T100021_R122_T34UCE_20210202T110615,9,False,high,1.0,0.0,0.0,0.0,900.0,0.0,8100.0,lake_kuchnia_mask_implausibly_small_review_required|strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2018,2018-09-03,Sentinel-2A,S2A_MSIL2A_20180903T100021_R122_T34UCE_20201011T075930,S2A_MSIL2A_20180903T100021_R122_T34UCE_20201011T075930,9,False,high,0.995293,0.0,0.0,0.0,330300.0,188100.0,483300.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2019,2019-09-13,Sentinel-2B,S2B_MSIL2A_20190913T100029_R122_T33UYV_20201004T124800,S2B_MSIL2A_20190913T100029_R122_T33UYV_20201004T124800,9,False,high,0.979725,0.0,0.0,0.0,274500.0,153900.0,407700.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2020,2020-09-12,Sentinel-2A,S2A_MSIL2A_20200912T100031_R122_T33UYV_20200918T134152,S2A_MSIL2A_20200912T100031_R122_T33UYV_20200918T134152,9,False,high,0.995293,0.0,0.0,0.0,342900.0,186300.0,504900.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2021,2021-09-27,Sentinel-2A,S2A_MSIL2A_20210927T100031_R122_T33UYV_20210927T175724,S2A_MSIL2A_20210927T100031_R122_T33UYV_20210927T175724,9,False,high,0.999819,0.0,0.0,0.0,296100.0,159300.0,445500.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2022,2022-09-04,Sentinel-2B,S2B_MSIL2A_20220904T094549_R079_T33UYV_20240731T165745,S2B_MSIL2A_20220904T094549_R079_T33UYV_20240731T165745,9,False,high,1.0,0.0,0.0,0.0,312300.0,0.0,462600.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2023,2023-09-12,Sentinel-2B,S2B_MSIL2A_20230912T095609_R122_T33UYV_20241103T122113,S2B_MSIL2A_20230912T095609_R122_T33UYV_20241103T122113,9,False,high,1.0,0.0,0.0,0.0,288900.0,0.0,432900.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2024,2024-09-08,Sentinel-2A,S2A_MSIL2A_20240908T095031_R079_T33UYV_20240908T133147,S2A_MSIL2A_20240908T095031_R079_T33UYV_20240908T133147,9,False,high,1.0,0.0,0.0,0.0,900.0,0.0,342000.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
autumn,2025,2025-09-26,Sentinel-2C,S2C_MSIL2A_20250926T100041_R122_T33UYV_20250926T152116,S2C_MSIL2A_20250926T100041_R122_T33UYV_20250926T152116,9,False,high,1.0,0.0,0.0,0.0,0.0,0.0,329400.0,strict_spectral_classifier_found_no_connected_open_water_at_forest_pond_seed_do_not_interpret_as_proof_of_absence
